gitgdate,time,client_ip,port,query_domain,record_type,flag,nameserver_ip
1591920000000,27766560,2a00:1450:4001:c04::104,58392,ais.lk,MX,-E(0)DC,2402:d000:100c::129
1591920000000,27766566,157.245.213.242,30624,seu.ac.lk,NS,-E(0)DC,203.94.66.129
1591920000000,27766572,137.74.213.143,40941,skINwHiTE.lk,DS,-E(0)DC,203.94.66.129
1591920000000,27766579,115.84.111.196,21466,www.virakesari.lk,A,-E(0)D,203.94.66.129
1591920000000,27766600,65.24.26.36,47593,azhn2.lk,AAAA,-E(0)DC,203.94.66.129
1591920000000,27766601,95.216.159.208,51678,hdsexx69.com.lk,NS,+,203.94.66.129
1591920000000,27766604,46.21.103.12,39578,hdfilminadresi.com.lk,NS,+,203.94.66.129
1591920000000,27766622,2620:0:cc6::165,20541,azhn.lk,AAAA,-E(0)DC,2402:d000:100c::129
1591920000000,27766636,3.226.244.46,40285,ELPITIyAWAlAUWA.Lk,NS,-E(0)DC,203.94.66.129
1591920000000,27766649,138.68.93.203,10822,otonic.com.lk,NS,-E(0)DC,203.94.66.129
1591920000000,27766650,2001:4ca0:108:42::21,30187,mail.ymma.lk,A,-E(0)DC,2402:d000:100c::129
1591920000000,27766663,95.216.159.208,51846,sim-flycombat.lk,NS,+,203.94.66.129
1591920000000,27766663,159.69.157.209,45195,silversalmonseafood.lk,NS,+,203.94.66.129
1591920000000,27766673,2a03:2880:2131:7fc7:face:b00c:0:b66,27762,ns2.hutch.lk,AAAA,-E(0)DC,2402:d000:100c::129
1591920000000,27766684,210.150.23.60,6835,y2urh.lk,AAAA,-E(0),203.94.66.129
1591920000000,27766685,159.253.216.218,33239,giitozg.xn--xkc2al3hye2a,NS,+E(0),203.94.66.129
1591920000000,27766694,18.212.227.59,20643,nsd21.realtimeregister.lk,AAAA,-E(0)DC,203.94.66.129
1591920000000,27766694,203.173.53.10,62507,92w.lk,A,-E(0)DC,203.94.66.129
1591920000000,27766697,192.36.109.196,33453,innovationcatering.lk,NS,+E(0),203.94.66.129
1591920000000,27766728,74.125.190.27,61527,nethfm.lk,AAAA,-E(0)DC,203.94.66.129
1591920000000,27766732,199.127.196.53,55241,t.nic.lk,A,-E(0)DC,203.94.66.129
1591920000000,27766733,207.154.216.38,35581,ost-reisen.xn--fzc2c9e2c,NS,-E(0)DC,203.94.66.129
1591920000000,27766755,162.158.250.158,36818,celltelnet.lk,A,-E(0)D,203.94.66.129
1591920000000,27766755,220.188.114.2,14307,wyb.ac.lk,MX,-E(0)DC,203.94.66.129
1591920000000,27766755,46.21.103.12,40996,silvia-weber.lk,NS,+,203.94.66.129
1591920000000,27766757,193.183.122.136,35031,giitpgfttzwj.xn--fzc2c9e2c,NS,+E(0),203.94.66.129
1591920000000,27766780,210.243.188.127,64713,pifu.lk,TXT,-,203.94.66.129
1591920000000,27766787,172.253.211.77,40282,DomainDnsZones.kelseydomain.lk,SOA,-E(0)DC,203.94.66.129
1591920000000,27766788,157.245.213.242,18165,seu.ac.lk,NS,-E(0)DC,203.94.66.129
1591920000000,27766807,198.142.152.22,25473,www.siyatha.lk,A,-E(0)DC,203.94.66.129
1591920000000,27766812,219.146.3.230,31826,d.nic.lk,AAAA,-E(0)DC,203.94.66.129
1591920000000,27766826,95.216.159.208,51678,hdsfdptuddsxkw.com.lk,NS,+,203.94.66.129
1591920000000,27766829,46.21.103.12,39578,hdfilmizle5.com.lk,NS,+,203.94.66.129
1591920000000,27766860,159.69.157.209,45195,silversaltventures.lk,NS,+,203.94.66.129
1591920000000,27766882,192.121.158.233,34604,innovation-ce.lk,NS,+E(0),203.94.66.129
1591920000000,27766889,95.216.159.208,51846,sim-fx.lk,NS,+,203.94.66.129
1591920000000,27766896,80.248.230.60,34882,giitrade.xn--xkc2al3hye2a,NS,+E(0),203.94.66.129
1591920000000,27766940,185.123.33.152,33822,giitrve.xn--fzc2c9e2c,NS,+E(0),203.94.66.129
1591920000000,27766943,2620:0:cca::67,15483,_ldap._tcp.73f20451-a551-4cd4-bb20-3a0495f9081e.domains._msdcs.suwarapola.lk,SRV,-E(0)DC,2402:d000:100c::129
1591920000000,27766953,46.140.91.52,52698,www.google.lk,A,-,203.94.66.129
1591920000000,27766980,46.21.103.12,40996,silviaalbani.lk,NS,+,203.94.66.129
1591920000000,27766984,2404:a800:0:14::3401,34509,www.newlanka.lk,A,-E(0)DC,2402:d000:100c::129
1591920000000,27767002,2001:1890:1ff:8c7:151:164:109:216,59011,ns2.etisalat.lk,AAAA,-E(0)DC,2402:d000:100c::129
1591920000000,27767002,2001:1890:1ff:8c7:151:164:109:216,35569,ns1.etisalat.lk,AAAA,-E(0)DC,2402:d000:100c::129
1591920000000,27767010,203.173.53.10,38395,92w.lk,A,-E(0)DC,203.94.66.129
1591920000000,27767015,2a03:2880:32ff:e::face:b00c,28271,static.lankadeepa.lk,AAAA,-E(0)DC,2402:d000:100c::129
1591920000000,27767015,2a03:2880:32ff:e::face:b00c,60859,static.lankadeepa.lk,A,-E(0)DC,2402:d000:100c::129
1591920000000,27767030,139.59.61.71,21277,polypins.lk,NS,-E(0)DC,203.94.66.129
1591920000000,27767031,202.102.224.234,12531,iesl.lk,A,-E(0)D,203.94.66.129
1591920000000,27767037,2001:1890:1ff:9c7:151:164:110:205,37356,ns1.etisalat.lk,AAAA,-E(0)DC,2402:d000:100c::129
1591920000000,27767040,220.188.114.2,44408,ns3.ac.lk,AAAA,-E(0)DC,203.94.66.129
1591920000000,27767047,2606:9400:0:e:216:144:187:199,60967,fza1.lk,A,-E(0)DC,2402:d000:100c::129
1591920000000,27767053,46.21.103.12,39578,hdfilmizlesek.com.lk,NS,+,203.94.66.129
1591920000000,27767057,159.69.157.209,45195,silversandboxapps.lk,NS,+,203.94.66.129
1591920000000,27767063,240d:10:4:5::45,34173,tamilmirror.lk,A,-E(0)DC,2402:d000:100c::129
1591920000000,27767064,40.79.153.75,58018,ns1.ac.lk,A,-E(0)D,203.94.66.129
1591920000000,27767070,95.216.159.208,51678,hdsfgshgfhhyju.com.lk,NS,+,203.94.66.129
1591920000000,27767075,13.250.50.169,53458,globalreach.lk,A,-,203.94.66.129
1591920000000,27767076,71.252.0.140,54355,dns2.provider.lk,A,-E(0),203.94.66.129
1591920000000,27767079,180.241.110.166,58645,formulaexpress.lk,A,-E(0)DC,203.94.66.129
1591920000000,27767088,151.252.29.29,34691,innovationcenteramericas.lk,NS,+E(0),203.94.66.129
1591920000000,27767089,178.73.244.203,34857,giitsc.xn--xkc2al3hye2a,NS,+E(0),203.94.66.129
1591920000000,27767108,192.71.88.226,35143,giitsgg.xn--fzc2c9e2c,NS,+E(0),203.94.66.129
1591920000000,27767109,165.227.163.166,46519,od.lk,A,-E(0)D,203.94.66.129
1591920000000,27767110,165.227.163.166,58910,od.lk,AAAA,-E(0)D,203.94.66.129
1591920000000,27767112,71.242.0.144,16369,deshaya.lk,A,-E(0),203.94.66.129
1591920000000,27767113,2001:1890:1ff:9c7:151:164:110:205,30433,ns2.etisalat.lk,AAAA,-E(0)DC,2402:d000:100c::129
1591920000000,27767118,220.188.114.2,47704,ns3.ac.lk,AAAA,-E(0)DC,203.94.66.129
1591920000000,27767120,220.188.114.2,31050,ns3.ac.lk,A,-E(0)DC,203.94.66.129
1591920000000,27767121,2404:6800:4005:c02::105,58151,celltelnet.lk,MX,-E(0)DC,2402:d000:100c::129
1591920000000,27767129,95.216.159.208,51846,sim-hikaku.lk,NS,+,203.94.66.129
1591920000000,27767151,209.91.64.146,35072,lakbima.lk,A,-E(0)DC,203.94.66.129
1591920000000,27767168,81.134.98.86,24451,y2urh.lk,A,-E(0)D,203.94.66.129
1591920000000,27767168,184.178.228.14,22376,megajobs.lk,A,-E(0),203.94.66.129
1591920000000,27767193,2001:56a:2:b::146,29315,lakbima.lk,A,-E(0)DC,2402:d000:100c::129
1591920000000,27767204,185.30.176.104,62935,massasia.lk,A,-E(0)D,203.94.66.129
1591920000000,27767205,46.21.103.12,40996,silviaamodio.lk,NS,+,203.94.66.129
1591920000000,27767216,17.123.16.43,52192,mail.cdb.lk,A,-E(0)DCK,203.94.66.129
1591920000000,27767245,52.231.192.183,53560,cse.lk,MX,-,203.94.66.129
1591920000000,27767250,2402:4000:0:1::1,60977,icbtsis.lk,A,-E(0)DV,2402:d000:100c::129
1591920000000,27767252,209.148.131.37,31540,s1.ns.slt.lk,A,-E(0)DC,203.94.66.129
1591920000000,27767253,159.69.157.209,45195,silversandimpex.lk,NS,+,203.94.66.129
1591920000000,27767275,5.133.218.51,33422,giittech.xn--fzc2c9e2c,NS,+E(0),203.94.66.129
1591920000000,27767278,46.21.103.12,39578,hdfilmkabusu.com.lk,NS,+,203.94.66.129
1591920000000,27767284,130.255.165.110,35152,giittech.xn--xkc2al3hye2a,NS,+E(0),203.94.66.129
1591920000000,27767295,95.216.159.208,51678,hdsfj.com.lk,NS,+,203.94.66.129
1591920000000,27767308,93.158.71.185,34486,innovationcenter-crete.lk,NS,+E(0),203.94.66.129
1591920000000,27767317,139.59.16.60,7562,newapro.xn--xkc2al3hye2a,NS,-E(0)DC,203.94.66.129
1591920000000,27767321,2404:6800:4003:c03::106,50062,thefinance.lk,NS,-E(0)DC,2402:d000:100c::129
1591920000000,27767324,2a03:2880:12ff:138::1,40633,www.businesslocator.lk,A,-E(0)DC,2402:d000:100c::129
1591920000000,27767342,180.241.110.77,56646,www.microchip.lk,A,-E(0)DC,203.94.66.129
1591920000000,27767353,2001:8a0:2106:a::138,42771,zfjke.lk,A,-E(0)DC,2402:d000:100c::129
1591920000000,27767355,95.216.159.208,51846,sim-ims.lk,NS,+,203.94.66.129
1591920000000,27767359,218.186.2.26,10770,www.lankapuvath.lk,A,-E(0)D,203.94.66.129
1591920000000,27767375,46.101.12.191,15131,qualitybarcelonabeercomponents.lk,NS,-E(0)DC,203.94.66.129
1591920000000,27767399,51.143.98.189,61464,ns.pdn.ac.lk,A,-,203.94.66.129
1591920000000,27767400,54.197.89.17,50093,zeonhybridlanka.lk,A,-,203.94.66.129
1591920000000,27767401,138.68.93.203,63048,xn--oton-hrakustik-0pb.com.lk,NS,-E(0)DC,203.94.66.129
1591920000000,27767403,2404:6800:4006:1004::105,49780,exploreasia.lk,A,-E(0)DC,2402:d000:100c::129
1591920000000,27767429,46.21.103.12,40996,silviaansaloni.lk,NS,+,203.94.66.129
1591920000000,27767449,2408:8000:f000:1017::3,54045,www.seylan.lk,A,-E(0)DC,2402:d000:100c::129
1591920000000,27767449,240e:4e:800:323::3,15150,google.lk,A,-E(0)DC,2402:d000:100c::129
1591920000000,27767450,159.69.157.209,45195,silversands9.lk,NS,+,203.94.66.129
1591920000000,27767453,184.178.228.13,28818,megajobs.lk,A,-E(0),203.94.66.129
1591920000000,27767457,199.127.196.53,13215,ns1.etisalat.lk,A,-E(0)DC,203.94.66.129
1591920000000,27767477,192.71.50.224,33897,giittour.xn--fzc2c9e2c,NS,+E(0),203.94.66.129
1591920000000,27767480,207.154.216.38,9435,oxfordcartecadeauplus.net.lk,NS,-E(0)DC,203.94.66.129
1591920000000,27767480,138.68.93.203,17938,ortodonciainvisibletenerife.com.lk,NS,-E(0)DC,203.94.66.129
1591920000000,27767489,159.138.80.12,25887,www.eugc.ac.lk,A,-E(0)D,203.94.66.129
1591920000000,27767500,13.115.21.136,53302,mail.concord.lk,AAAA,-,203.94.66.129
1591920000000,27767500,35.210.149.193,28857,_dmarc.slt.lk,TXT,-E(0)D,203.94.66.129
1591920000000,27767503,46.21.103.12,39578,hdfilmlog.com.lk,NS,+,203.94.66.129
1591920000000,27767508,176.58.90.164,59008,www.zz--icann-monitoring.xn--fzc2c9e2c,A,-,203.94.66.129
1591920000000,27767510,91.191.143.179,33311,giittrainingchennai.xn--xkc2al3hye2a,NS,+E(0),203.94.66.129
1591920000000,27767515,2a03:2880:12ff:131::1,36941,mahamegha.lk,AAAA,-E(0)DC,2402:d000:100c::129
1591920000000,27767520,221.228.15.118,27190,www.electro-serv.lk,A,-E(0)DC,203.94.66.129
1591920000000,27767520,95.216.159.208,51678,hdsfmt.com.lk,NS,+,203.94.66.129
1591920000000,27767522,192.121.169.62,34572,innovationcenter-mtcu.lk,NS,+E(0),203.94.66.129
1591920000000,27767530,114.119.176.139,46285,www.eugc.ac.lk,AAAA,-E(0)D,203.94.66.129
1591920000000,27767536,138.68.93.203,40988,ortodoncianoseve.com.lk,NS,-E(0)DC,203.94.66.129
1591920000000,27767540,2606:9400:0:a:204:186:0:180,56402,d.nic.lk,AAAA,-E(0)DC,2402:d000:100c::129
1591920000000,27767561,162.158.233.21,22657,siemensusvirginislands.lk,NS,-E(0)D,203.94.66.129
1591920000000,27767576,2a03:2880:12ff:131::1,21390,mahamegha.lk,A,-E(0)DC,2402:d000:100c::129
1591920000000,27767580,95.216.159.208,51846,sim-ivoire.lk,NS,+,203.94.66.129
1591920000000,27767584,2400:cb00:78:1024::a29e:e915,15630,base-ve.lk,NS,-E(0)D,2402:d000:100c::129
1591920000000,27767592,162.158.113.101,34217,fza1b.lk,A,-E(0)D,203.94.66.129
1591920000000,27767592,27.40.8.22,63791,d.nic.lk,AAAA,-E(0)DC,203.94.66.129
1591920000000,27767601,2620:171:eb:f0::2,41411,buyshop.lk,DS,-E(0)D,2402:d000:100c::129
1591920000000,27767603,195.121.82.105,27505,p1.ns.slt.lk,A,-E(0)D,203.94.66.129
1591920000000,27767604,66.249.79.88,36700,gnanam.lk,A,-,203.94.66.129
1591920000000,27767613,139.59.16.60,6340,newheroesdenbosch.xn--xkc2al3hye2a,NS,-E(0)DC,203.94.66.129
1591920000000,27767617,46.101.12.191,22799,rbb-bremen.net.lk,NS,-E(0)DC,203.94.66.129
1591920000000,27767617,138.68.180.5,21172,helirent-austria.lk,NS,-E(0)D,203.94.66.129
1591920000000,27767634,46.229.168.153,17069,scimoodle.pdn.ac.lk,A,-E(0)DC,203.94.66.129
1591920000000,27767634,31.13.115.131,28963,in-relay-s.ac.lk,A,-E(0)DC,203.94.66.129
1591920000000,27767647,159.69.157.209,45195,silversandsgolfcarts.lk,NS,+,203.94.66.129
1591920000000,27767654,46.21.103.12,40996,silviaartmann.lk,NS,+,203.94.66.129
1591920000000,27767668,185.129.27.131,33703,giitue.xn--fzc2c9e2c,NS,+E(0),203.94.66.129
1591920000000,27767673,52.231.192.183,54881,zimbra.ceylonlinux.lk,AAAA,-,203.94.66.129
1591920000000,27767683,3.209.85.142,38335,content.hitad.lk,A,-E(0)DC,203.94.66.129
1591920000000,27767693,2400:cb00:78:1024::a29e:e920,24781,xn--80abap1arsfpn.lk,NS,-E(0)D,2402:d000:100c::129
1591920000000,27767693,61.156.60.18,56896,seylan.lk,A,-E(0)DC,203.94.66.129
1591920000000,27767716,220.188.114.2,48591,ns3.ac.lk,AAAA,-E(0)DC,203.94.66.129
1591920000000,27767720,185.116.242.137,36410,innovationcenterstonybrook.lk,NS,+E(0),203.94.66.129
1591920000000,27767724,207.154.216.38,9145,oxenfordmedicalcentre.org.lk,NS,-E(0)DC,203.94.66.129
1591920000000,27767727,46.21.103.12,39578,hdfilmplayform.com.lk,NS,+,203.94.66.129
1591920000000,27767733,195.189.112.23,33891,giitus.xn--xkc2al3hye2a,NS,+E(0),203.94.66.129
1591920000000,27767733,172.99.33.10,33486,azhn2.lk,A,-E(0)DC,203.94.66.129
1591920000000,27767744,2408:8001:3012:2::1,54940,ns1.hutch.lk,AAAA,-E(0)DC,2402:d000:100c::129
1591920000000,27767746,162.158.233.13,50565,siemensturksandcaicosislands.lk,NS,-E(0)D,203.94.66.129
1591920000000,27767747,95.216.159.208,51678,hdsfstudio.com.lk,NS,+,203.94.66.129
1591920000000,27767778,27.40.10.30,50100,ns2.hutch.lk,A,-E(0)DC,203.94.66.129
1591920000000,27767788,71.242.0.144,30273,www.silumina.lk,A,-E(0),203.94.66.129
1591920000000,27767789,2408:8001:3012:2::1,56288,ns1.hutch.lk,A,-E(0)DC,2402:d000:100c::129
1591920000000,27767806,95.216.159.208,51846,sim-kia.lk,NS,+,203.94.66.129
1591920000000,27767810,87.239.20.234,31726,p1.ns.slt.lk,A,-E(0)D,203.94.66.129
1591920000000,27767826,240e:4e:800:323::3,59622,google.lk,A,-E(0)DC,2402:d000:100c::129
1591920000000,27767839,2408:8001:3012:2::1,61763,ns2.hutch.lk,A,-E(0)DC,2402:d000:100c::129
1591920000000,27767846,159.69.157.209,45195,silversandsofbonitabeach.lk,NS,+,203.94.66.129
1591920000000,27767847,2a00:1370:1111:ffff::a975:2,31312,ns2.hutch.lk,A,-E(0)D,2402:d000:100c::129
1591920000000,27767851,2408:8001:3012:2::1,55506,ns2.hutch.lk,AAAA,-E(0)DC,2402:d000:100c::129
1591920000000,27767856,46.101.12.191,48010,rb-autom.lk,NS,-E(0)DC,203.94.66.129
1591920000000,27767860,115.84.111.202,53091,www.ft.lk,A,-E(0)D,203.94.66.129
1591920000000,27767865,5.198.254.42,34821,giitvs.xn--fzc2c9e2c,NS,+E(0),203.94.66.129
1591920000000,27767869,131.242.168.118,51760,newsfirst.lk,DS,-E(0)DK,203.94.66.129
1591920000000,27767878,46.21.103.12,40996,silviabalanza.lk,NS,+,203.94.66.129
1591920000000,27767892,130.176.76.7,7696,dailymirror.lk,A,-E(0)DC,203.94.66.129
1591920000000,27767892,130.176.76.7,59782,nic.lk,A,-E(0)DC,203.94.66.129
1591920000000,27767893,193.183.103.251,33093,innovationcentralabq.lk,NS,+E(0),203.94.66.129
1591920000000,27767923,2a04:e4c0:30::67,28557,learn.ac.lk,NS,-E(0)DC,2402:d000:100c::129
1591920000000,27767945,27.40.8.22,50609,d.nic.lk,AAAA,-,203.94.66.129
1591920000000,27767953,46.21.103.12,39578,hdfilmseti.com.lk,NS,+,203.94.66.129
1591920000000,27767954,192.71.88.226,33557,giitw7.xn--xkc2al3hye2a,NS,+E(0),203.94.66.129
1591920000000,27767966,2a03:2880:1011:9fc3:face:b00c:0:28d,24534,capitalfm.lk,A,-E(0)DC,2402:d000:100c::129
1591920000000,27767966,2a03:2880:1011:9fc3:face:b00c:0:28d,62601,capitalfm.lk,AAAA,-E(0)DC,2402:d000:100c::129
1591920000000,27767973,95.216.159.208,51678,hdsgbwa.com.lk,NS,+,203.94.66.129
1591920000000,27767996,52.192.40.213,33860,www.zz--icann-monitoring.xn--fzc2c9e2c,A,-,203.94.66.129
1591920000000,27768011,31.13.115.131,26733,in-relay-s.ac.lk,A,-E(0)DC,203.94.66.129
1591920000000,27768014,2a03:2880:30ff:104::1,43879,in-relay-s.ac.lk,A,-E(0)DC,2402:d000:100c::129
1591920000000,27768019,74.125.190.147,44578,caa.lk,NS,-E(0)DC,203.94.66.129
1591920000000,27768031,54.36.149.34,63624,english.agaram.lk,A,-E(0)D,203.94.66.129
1591920000000,27768034,95.216.159.208,51846,sim-line.lk,NS,+,203.94.66.129
1591920000000,27768036,240e:1c:a200:2::5,62343,wyb.ac.lk,MX,-E(0)DC,2402:d000:100c::129
1591920000000,27768037,2001:1890:1ff:9b3:12:121:89:54,3108,ns1.etisalat.lk,AAAA,-E(0)DC,2402:d000:100c::129
1591920000000,27768044,159.69.157.209,45195,silversandstravelclub.lk,NS,+,203.94.66.129
1591920000000,27768046,130.176.76.7,36285,nic.lk,A,-E(0)DC,203.94.66.129
1591920000000,27768050,27.40.10.30,60282,ns1.hutch.lk,A,-E(0)DC,203.94.66.129
1591920000000,27768057,193.234.222.211,33951,giitwwthyhk.xn--fzc2c9e2c,NS,+E(0),203.94.66.129
1591920000000,27768057,2400:cb00:15:1024::6ca2:dcc4,24040,vasantham.lk,DS,-E(0)D,2402:d000:100c::129
1591920000000,27768058,46.101.12.191,29973,rentweston.com.lk,NS,-E(0)DC,203.94.66.129
1591920000000,27768063,207.154.216.38,49836,oxfordboys.org.lk,NS,-E(0)DC,203.94.66.129
1591920000000,27768067,46.101.12.191,6232,rbathletics.net.lk,NS,-E(0)DC,203.94.66.129
1591920000000,27768068,130.176.76.7,16183,d.nic.lk,A,-E(0)DC,203.94.66.129
1591920000000,27768069,130.176.76.7,28835,m.nic.lk,A,-E(0)DC,203.94.66.129
1591920000000,27768069,130.176.76.7,51909,l.nic.lk,A,-E(0)DC,203.94.66.129
1591920000000,27768070,61.156.60.18,32087,seylan.lk,A,-E(0)DC,203.94.66.129
1591920000000,27768096,194.132.31.180,34007,innovationcentrehastings.lk,NS,+E(0),203.94.66.129
1591920000000,27768103,46.21.103.12,40996,silviabassani.lk,NS,+,203.94.66.129
1591920000000,27768117,74.63.28.244,62024,ns1.etisalat.lk,AAAA,-E(0)DC,203.94.66.129
1591920000000,27768117,2001:1890:1ff:9b3:12:121:89:54,45610,ns2.etisalat.lk,AAAA,-E(0)DC,2402:d000:100c::129
1591920000000,27768122,2001:4ca0:108:42::21,34513,mail.yoga.lk,A,-E(0)DC,2402:d000:100c::129
1591920000000,27768134,27.40.10.30,53931,ns2.hutch.lk,A,-,203.94.66.129
1591920000000,27768137,2408:8001:3012:2::1,64502,ns1.hutch.lk,A,-,2402:d000:100c::129
1591920000000,27768153,2607:f8b0:400e:c06::10f,37382,_dmarc.kdu.ac.lk,TXT,-E(0),2402:d000:100c::129
1591920000000,27768154,2a02:598:2::1084,14135,nastars.lk,AAAA,-,2402:d000:100c::129
1591920000000,27768155,209.148.131.36,10305,saleme.lk,A,-E(0)DC,203.94.66.129
1591920000000,27768156,2607:f8b0:4020:c00::104,36262,maral-echafaudages.lk,NS,-E(0)DC,2402:d000:100c::129
1591920000000,27768175,192.176.249.160,35471,giity.xn--xkc2al3hye2a,NS,+E(0),203.94.66.129
1591920000000,27768177,46.21.103.12,39578,hdfilmvedizi.com.lk,NS,+,203.94.66.129
1591920000000,27768184,89.238.186.3,32994,www.zz--icann-monitoring.xn--xkc2al3hye2a,A,-,203.94.66.129
1591920000000,27768185,109.226.39.126,39068,nic.lk,A,-E(0)DC,203.94.66.129
1591920000000,27768185,109.226.39.126,34169,ac.lk,A,-E(0)DC,203.94.66.129
1591920000000,27768187,54.90.107.132,62724,_dmarc.colombozoo.gov.lk,TXT,-E(0)DC,203.94.66.129
1591920000000,27768187,83.217.193.2,37428,google.lk,NS,-E(0)DC,203.94.66.129
1591920000000,27768188,130.176.76.7,55573,d.nic.lk,A,-E(0)DC,203.94.66.129
1591920000000,27768188,130.176.76.7,44439,m.nic.lk,A,-E(0)DC,203.94.66.129
1591920000000,27768188,130.176.76.7,45630,l.nic.lk,A,-E(0)DC,203.94.66.129
1591920000000,27768198,95.216.159.208,51678,hdsgkw.com.lk,NS,+,203.94.66.129
1591920000000,27768199,148.105.0.48,35258,ns2.ac.lk,AAAA,-E(0)DC,203.94.66.129
1591920000000,27768199,148.105.0.47,57298,ns1.ac.lk,AAAA,-E(0)DC,203.94.66.129
1591920000000,27768208,2408:8001:3012:2::1,53626,ns2.hutch.lk,AAAA,-,2402:d000:100c::129
1591920000000,27768209,222.165.163.200,20050,slt.lk,A,-E(0)DC,203.94.66.129
1591920000000,27768211,2a00:dd80:3a::56b,59576,www.zz--icann-monitoring.lk,A,-E(0)D,2402:d000:100c::129
1591920000000,27768219,130.176.76.7,64393,d.nic.lk,AAAA,-E(0)DC,203.94.66.129
1591920000000,27768222,176.58.92.240,41953,www.zz--icann-monitoring.lk,A,-E(0)D,203.94.66.129
1591920000000,27768224,130.176.76.7,56039,m.nic.lk,AAAA,-E(0)DC,203.94.66.129
1591920000000,27768224,130.176.76.7,11142,l.nic.lk,AAAA,-E(0)DC,203.94.66.129
1591920000000,27768236,2a03:2880:10ff:107::1,20226,capitalfm.lk,A,-E(0)DC,2402:d000:100c::129
1591920000000,27768243,159.69.157.209,45195,silversass.lk,NS,+,203.94.66.129
1591920000000,27768250,185.123.93.126,35358,giityr.xn--fzc2c9e2c,NS,+E(0),203.94.66.129
1591920000000,27768253,3.81.25.230,57072,CrPa.lk,NS,-E(0)DC,203.94.66.129
1591920000000,27768254,34.217.141.9,8767,costsolution.lk,MX,-E(0)DC,203.94.66.129
1591920000000,27768259,95.216.159.208,51846,sim-medical.lk,NS,+,203.94.66.129
1591920000000,27768295,193.183.122.136,32935,innovation-ceramic.lk,NS,+E(0),203.94.66.129
1591920000000,27768295,221.228.15.118,30405,www.electro-serv.lk,A,-E(0)DC,203.94.66.129
1591920000000,27768299,71.242.0.144,5626,www.thinakaran.lk,A,-E(0),203.94.66.129
1591920000000,27768303,2a01:4f9:0:a010::add:1a,63143,jobber.lk,DS,-E(0)DC,2402:d000:100c::129
1591920000000,27768307,2400:cb00:15:1024::6ca2:dcc4,24040,vasantham.lk,DS,-E(0)D,2402:d000:100c::129
1591920000000,27768328,46.21.103.12,40996,silviabelotti.lk,NS,+,203.94.66.129
1591920000000,27768345,220.188.114.3,41604,trillium.lk,MX,-E(0)DC,203.94.66.129
1591920000000,27768357,2400:cb00:52:1024::a29e:2528,51827,xn--incltex-ufb.lk,NS,-E(0)D,2402:d000:100c::129
1591920000000,27768378,27.40.10.30,60119,ns1.hutch.lk,A,-,203.94.66.129
1591920000000,27768399,148.105.0.51,42453,sjp.ac.lk,NS,-E(0)DC,203.94.66.129
1591920000000,27768400,192.36.234.87,34690,giiu0.xn--xkc2al3hye2a,NS,+E(0),203.94.66.129
1591920000000,27768402,46.21.103.12,39578,hdfinancialventures.com.lk,NS,+,203.94.66.129
1591920000000,27768414,2a02:6b8:b000:19c:225:90ff:fe6b:bec2,61159,thefinance.lk,A,-E(0)DC,2402:d000:100c::129
1591920000000,27768418,240e:1c:a200:2::5,48436,wyb.ac.lk,MX,-E(0)DC,2402:d000:100c::129
1591920000000,27768421,146.228.101.20,56167,ns1.etisalat.lk,AAAA,-E(0)DC,203.94.66.129
1591920000000,27768426,95.216.159.208,51678,hdsgroupe.com.lk,NS,+,203.94.66.129
1591920000000,27768428,2a00:f80:56::e80,38519,m.nic.lk,AAAA,-E(0)DC,2402:d000:100c::129
1591920000000,27768432,2001:1890:1ff:8c8:151:164:110:59,42341,ns1.etisalat.lk,AAAA,-E(0)DC,2402:d000:100c::129
1591920000000,27768440,192.81.220.96,35958,ontime-courier.com.lk,NS,-E(0)DC,203.94.66.129
1591920000000,27768448,194.103.138.238,33347,giiu69.xn--fzc2c9e2c,NS,+E(0),203.94.66.129
1591920000000,27768453,159.69.157.209,45195,silversautosales.lk,NS,+,203.94.66.129
1591920000000,27768484,74.125.46.9,40136,www.cse.mrt.ac.lk,A,-E(0)DC,203.94.66.129
1591920000000,27768484,95.216.159.208,51846,sim-nat.lk,NS,+,203.94.66.129
1591920000000,27768491,178.73.240.244,34498,innovationchallenge.lk,NS,+E(0),203.94.66.129
1591920000000,27768497,2403:2500:4000::d5b,40663,www.zz--icann-monitoring.lk,A,-E(0)D,2402:d000:100c::129
1591920000000,27768502,103.6.87.94,60204,www.zz--icann-monitoring.lk,A,-E(0)D,203.94.66.129
1591920000000,27768516,173.252.127.25,38838,sujathaputhra.lk,A,-E(0)DC,203.94.66.129
1591920000000,27768516,2404:e800:103::24,51316,www.thinakaran.lk,A,-E(0)D,2402:d000:100c::129
1591920000000,27768522,206.190.33.55,64030,ns1.etisalat.lk,AAAA,-E(0)DCK,203.94.66.129
1591920000000,27768528,206.190.33.55,38362,ns2.etisalat.lk,AAAA,-E(0)DCK,203.94.66.129
1591920000000,27768536,34.217.141.9,12876,ns1.dedicatedservers.lk,A,-E(0)DC,203.94.66.129
1591920000000,27768552,46.21.103.12,40996,silviabermudez.lk,NS,+,203.94.66.129
1591920000000,27768560,109.226.39.126,57504,nic.lk,A,-E(0)DC,203.94.66.129
1591920000000,27768560,109.226.39.126,53193,ac.lk,A,-E(0)DC,203.94.66.129
1591920000000,27768565,162.158.121.218,30875,etisalat.lk,A,-E(0)D,203.94.66.129
